Order Number,Item,Pinyin,Frequency,Definition,Usage,Part_of_Speech,Status
1695,捕,bu3,1,"To catch, capture, or seize something or someone, especially animals or criminals.","Commonly seen in words like 捕鱼 (to catch fish), 逮捕 (to arrest), and 捕捉 (to capture)",verb,success
1696,捧,peng3,1,"To hold or carry something with both hands, usually cupped together; can also mean to praise or flatter someone excessively.",Commonly used for holding objects like 捧着花 (holding flowers) or in expressions like 捧场 (to support/show up for someone),verb,success
1697,捷,jie2,1,"Victory, triumph, or success; also means quick, nimble, or agile.","Commonly seen in words like 捷报 (news of victory), 快捷 (fast and convenient), and 敏捷 (agile)",adjective/noun,success
1698,掠,lve4,1,"To plunder, loot, or seize by force; to sweep past or graze lightly over something.",Common in words like 掠夺 (lüèduó - to plunder) and 掠过 (lüèguò - to sweep past),verb,success
1699,掩,yan3,1,"To cover, conceal, or hide something from view; to close or shut (like a door).","Common in words like 掩盖 (to cover up), 掩饰 (to disguise), and 掩护 (to shield/protect)",verb,success
1700,揪,jiu1,1,"To grab, pull, or clutch tightly with the hand, often with a twisting motion. Can also mean to seize or hold onto something or someone firmly.","Commonly used in expressions like 揪住 (to grab hold of) or 揪心 (heart-wrenching, literally 'clutching the heart')",verb,success
1701,搁,ge1,1,To place or put something down; to set aside or shelve something.,"Commonly used in everyday speech for placing objects, like 把书搁在桌子上 (put the book on the table)",verb,success
1702,搅,jiao3,1,"To stir, mix, or agitate something by moving it around in a circular motion. Can also mean to disturb or disrupt.",Commonly used in cooking contexts like 搅拌 (jiǎobàn - to stir/mix) or 搅动 (jiǎodòng - to stir up),verb,success
1703,摘,zhai1,1,"To pick, pluck, or take off something (like fruit, flowers, or accessories). Can also mean to extract or select portions from written text.","Common in phrases like 摘苹果 (pick apples), 摘眼镜 (take off glasses), 摘要 (summary/abstract)",verb,success
1704,撑,cheng1,1,"To prop up, support, or hold up something with force; also means to push or pole a boat, or to be overly full (from eating).","Common in phrases like 撑伞 (hold up an umbrella), 撑船 (pole a boat), or 吃撑了 (ate too much/stuffed)",verb,success
1705,播,bo1,1,"To broadcast, transmit, or spread (information, media, or seeds). Most commonly used in the context of radio, television, or online media transmission.","Found in words like 广播 (broadcast), 播放 (to play/broadcast), and 直播 (live broadcast)",verb,success
1706,撮,cuo1,1,To gather up or pinch together with fingers; a small pinch or handful of something (as a measure word),Used for small amounts like 一撮盐 (a pinch of salt) or to describe the action of picking up with fingers,verb/measure word,success
1707,擅,shan4,1,To be good at or skilled in something; to excel at a particular ability or field.,Commonly used in the phrase 擅长 (shàncháng) meaning 'to be good at',verb,success
1708,改,gai3,1,"To change, alter, or modify something; to correct or revise.","Common in phrases like 改变 (to change), 修改 (to revise), and 改正 (to correct)",verb,success
1709,效,xiao4,1,"Effect, result, or efficacy; to imitate or follow someone's example.","Common in words like 效果 (effect/result), 有效 (effective), and 效率 (efficiency)",noun/verb,success
1710,斜,xie2,1,"Slanted, tilted, or diagonal; not straight or perpendicular. Can describe physical angles or positions that are at an incline.","Common in words like 斜坡 (slope), 倾斜 (to tilt), and 斜线 (diagonal line)",adjective,success
1711,晶,jing1,1,"Crystal or bright and sparkling; refers to something clear, transparent, or shining like a crystal.","Commonly seen in words like 水晶 (crystal), 晶莹 (sparkling/glistening), and 结晶 (crystallization)",noun/adjective,success
1712,智,zhi4,1,"Wisdom, intelligence, or knowledge; the ability to think clearly and make good judgments.","Commonly found in words like 智慧 (wisdom), 智能 (intelligence), and 理智 (reason)",noun,success
1713,暖,nuan3,1,Warm or mild in temperature; can also describe warmth in an emotional or heartfelt sense.,Common in weather descriptions like 天气很暖 (the weather is warm) and emotional contexts like 温暖 (warmth/warm-hearted),adjective,success
1714,朦,meng2,1,"Hazy, dim, or obscure; describes something that is unclear or blurred, especially related to vision or light.",Most commonly used in the compound word 朦胧 (ménglóng) meaning hazy or misty,adjective,success
1715,末,mo4,1,"End, final part, or tip of something; refers to the last stage or conclusion of a period of time or object.","Common in words like 周末 (weekend), 末尾 (end/tail), and 年末 (year-end)",noun,success
1716,李,li3,1,A plum (the fruit); most commonly used as one of the most popular Chinese surnames.,Frequently seen in names like 李明 (Li Ming) or 李老师 (Teacher Li),noun/proper noun,success
1717,构,gou4,1,"To construct, form, or compose something; to build or make up a structure or system.","Commonly used in compound words like 结构 (structure), 构成 (to constitute), and 构建 (to construct)",verb,success
1718,染,ran3,1,To dye or stain something; to be infected or contaminated by something.,"Common in words like 染发 (to dye hair), 感染 (to infect), and 污染 (to pollute)",verb,success
1719,柠,ning2,1,"A character used primarily in the word for lemon (柠檬, níngméng). It refers to a type of citrus tree but is rarely used alone.",Almost always appears in the compound word 柠檬 (lemon),noun,success
1720,柳,liu3,1,"Willow tree, a type of tree with long, drooping branches and narrow leaves. Often associated with grace and flexibility in Chinese culture.","Commonly seen in place names, poetry, and surnames like 柳树 (willow tree)",noun,success
1721,栖,qi1,1,"To perch, roost, or dwell; refers to birds resting on branches or people living/staying in a place.","Commonly seen in literary or formal contexts, such as 栖息 (to inhabit/dwell)",verb,success
1722,梢,shao1,1,"The tip, top, or end of something, especially the end of a tree branch or twig.",Commonly seen in words like 树梢 (treetop) and 眉梢 (tip of the eyebrow),noun,success
1723,棱,leng2,1,"An edge, corner, or ridge where two surfaces meet; also refers to the angular lines or corners of an object.",Commonly used in geometric terms like 棱角 (edges and corners) or 棱镜 (prism),noun,success
1724,植,zhi2,1,To plant or grow vegetation; refers to plants in general.,"Commonly seen in words like 植物 (zhíwù, plant) and 种植 (zhòngzhí, to cultivate)",verb/noun,success
1725,横,heng2,1,"Horizontal, crosswise, or sideways; describes something positioned from side to side rather than up and down.",Common in words like 横线 (horizontal line) and 纵横 (vertical and horizontal),adjective,success
1726,橡,xiang4,1,Oak tree or rubber tree; commonly refers to rubber-related materials.,Most frequently seen in compounds like 橡胶 (rubber) and 橡树 (oak tree),noun,success
1727,橱,chu2,1,"A cupboard, cabinet, or closet used for storage or display. Most commonly seen in compound words related to furniture for storing items.",Found in words like 橱柜 (chúguì - cabinet) and 橱窗 (chúchuāng - display window),noun,success
1728,檬,meng2,1,A character component meaning 'lemon' that rarely appears alone but is commonly used in compound words.,Most frequently seen in 柠檬 (níngméng) meaning 'lemon',noun,success
1729,歉,qian4,1,Apology or regret; feeling sorry or apologetic about something. Most commonly used in the word 抱歉 (bàoqiàn) meaning 'sorry' or 'to apologize'.,Typically appears in apology expressions like 道歉 (dàoqiàn - to apologize) and 抱歉 (bàoqiàn - sorry),noun/adjective,success
1730,殊,shu1,1,"Different, special, or exceptional; indicates something that stands out or is distinct from the ordinary.",Commonly seen in formal expressions like 特殊 (tèshū - special) and 殊不知 (shū bù zhī - little does one know),adjective,success
1731,毁,hui3,1,"To destroy, ruin, or damage something, often severely or completely. Can refer to physical destruction or damage to reputation.","Common in words like 毁坏 (to damage), 毁灭 (to annihilate), 销毁 (to destroy by burning)",verb,success
1732,氛,fen1,1,"Atmosphere or ambiance; refers to the mood, feeling, or general environment of a place or situation.",Most commonly used in the compound word 气氛 (qìfēn) meaning 'atmosphere' or 'ambiance',noun,success
1733,汁,zhi1,1,"Juice or liquid extracted from fruits, vegetables, or other substances.","Commonly seen in words like 果汁 (fruit juice), 汤汁 (broth/gravy), and 墨汁 (ink)",noun,success
1734,汗,han4,1,Sweat or perspiration that comes from the body when hot or exercising.,Common in expressions like 出汗 (to sweat) and 流汗 (to perspire),noun,success
1735,汤,tang1,1,Soup or broth; any liquid food made by boiling ingredients in water.,Common in phrases like 鸡汤 (chicken soup) or 喝汤 (drink soup),noun,success
1736,汪,wang1,1,"Onomatopoeia representing the sound of a dog barking, similar to 'woof' or 'bark' in English. Also used as a surname.",Commonly seen in children's books and when describing dog sounds; 汪汪 (wang1 wang1) means 'woof woof',onomatopoeia/noun,success
1737,汹,xiong1,1,"Describes the sound and force of turbulent, surging water; conveys a sense of violent or tumultuous movement.",Most commonly seen in the compound word 汹涌 (xiōngyǒng) meaning 'surging' or 'turbulent',adjective,success
1738,沾,zhan1,1,To touch or come into contact with a liquid and get it on something; to be stained or moistened by something.,Common in phrases like 沾水 (to get wet) or 沾光 (to benefit from association with someone),verb,success
1739,泛,fan4,1,"To float or drift on water; to spread widely or overflow. Also means broad, general, or non-specific.","Common in compounds like 泛滥 (to flood/overflow) and 广泛 (widespread, extensive)",verb/adjective,success
1740,泡,pao4,1,A bubble or foam; also means to soak or steep something in liquid.,"Common in 泡茶 (make tea by steeping), 泡澡 (take a bath), and 气泡 (air bubble)",noun/verb,success
1741,洲,zhou1,1,Continent; a large landmass on Earth. Also refers to large islands or land areas surrounded by water.,"Used in words like 亚洲 (Asia), 欧洲 (Europe), 美洲 (Americas), 非洲 (Africa), 大洋洲 (Oceania)",noun,success
1742,浆,jiang1,1,"A thick liquid or paste, often referring to starch paste, pulp, or various thick fluids like soybean milk.","Commonly seen in compounds like 豆浆 (soy milk), 浆糊 (paste), or 泥浆 (mud/slurry)",noun,success
1743,浓,nong2,1,"Thick, dense, or strong in concentration; describes liquids, colors, flavors, or atmospheres that are intense or concentrated.","Common in phrases like 浓茶 (strong tea), 浓雾 (thick fog), 浓厚 (dense/strong)",adjective,success
